Dates,Time,Category,DayOfWeek,PdDistrict,Resolution                                                                        ,
15/04/2004,13:00:00,FORGERY\/COUNTERFEITING,Thursday,CENTRAL,NONE,
27/03/2005,10:00:00,VEHICLE THEFT,Sunday,BAYVIEW,NONE,
25/08/2011,23:55:00,ASSAULT,Thursday,MISSION,ARREST,CITED
19/05/2010,23:57:00,STOLEN PROPERTY,Wednesday,MISSION,ARREST,BOOKED
04/11/2005,11:30:00,FRAUD,Friday,CENTRAL,NOT PROSECUTED,
28/06/2009,01:15:00,SUSPICIOUS OCC,Sunday,TENDERLOIN,NONE,
25/02/2005,19:00:00,VEHICLE THEFT,Friday,INGLESIDE,NONE,
01/10/2012,02:05:00,OTHER OFFENSES,Monday,BAYVIEW,ARREST,CITED
03/04/2013,17:32:00,DRUG\/NARCOTIC,Wednesday,TENDERLOIN,ARREST,BOOKED
14/11/2005,11:30:00,NON-CRIMINAL,Monday,SOUTHERN,NONE,
10/08/2003,23:27:00,ASSAULT,Sunday,TARAVAL,NONE,
28/10/2004,06:31:00,OTHER OFFENSES,Thursday,NORTHERN,ARREST,BOOKED
03/11/2012,18:40:00,NON-CRIMINAL,Saturday,TENDERLOIN,PSYCHOPATHIC CASE,
05/04/2013,20:00:00,VANDALISM,Friday,RICHMOND,NONE,
14/04/2004,11:15:00,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE,
31/05/2014,16:55:00,OTHER OFFENSES,Saturday,SOUTHERN,ARREST,BOOKED
11/09/2011,11:15:00,LARCENY\/THEFT,Sunday,BAYVIEW,NONE,
25/08/2007,07:00:00,VEHICLE THEFT,Saturday,INGLESIDE,NONE,
05/08/2008,14:35:00,WARRANTS,Tuesday,SOUTHERN,ARREST,CITED
28/05/2003,01:00:00,LARCENY\/THEFT,Wednesday,BAYVIEW,ARREST,CITED
03/05/2014,00:50:00,VANDALISM,Saturday,NORTHERN,ARREST,BOOKED
09/01/2009,17:54:00,LARCENY\/THEFT,Friday,TENDERLOIN,ARREST,CITED
22/02/2012,22:57:00,MISSING PERSON,Wednesday,PARK,NONE,
18/09/2012,19:00:00,LARCENY\/THEFT,Tuesday,SOUTHERN,NONE,
25/07/2012,00:01:00,FORGERY\/COUNTERFEITING,Wednesday,PARK,NONE,
19/09/2014,18:00:00,BURGLARY,Friday,PARK,NONE,
28/01/2005,11:15:00,LARCENY\/THEFT,Friday,SOUTHERN,NONE,
08/07/2013,11:15:00,LARCENY\/THEFT,Monday,SOUTHERN,NONE,
07/09/2013,23:00:00,ASSAULT,Saturday,PARK,ARREST,BOOKED
07/01/2008,23:50:00,OTHER OFFENSES,Monday,PARK,ARREST,CITED
19/04/2012,10:00:00,VANDALISM,Thursday,BAYVIEW,NONE,
13/08/2010,16:00:00,VANDALISM,Friday,INGLESIDE,NONE,
27/09/2004,13:51:00,DRUG\/NARCOTIC,Monday,RICHMOND,ARREST,BOOKED
28/12/2012,01:00:00,BURGLARY,Friday,NORTHERN,NONE,
23/08/2012,18:20:00,OTHER OFFENSES,Thursday,MISSION,ARREST,BOOKED
13/12/2007,13:31:00,OTHER OFFENSES,Thursday,SOUTHERN,NONE,
23/03/2007,07:33:00,OTHER OFFENSES,Friday,TARAVAL,NONE,
18/05/2008,14:00:00,GAMBLING,Sunday,SOUTHERN,NONE,
20/10/2006,22:30:00,OTHER OFFENSES,Friday,TENDERLOIN,NONE,
28/07/2007,13:50:00,NON-CRIMINAL,Saturday,MISSION,UNFOUNDED,
23/08/2009,00:03:00,SECONDARY CODES,Sunday,TENDERLOIN,NONE,
01/07/2012,21:00:00,SUSPICIOUS OCC,Sunday,SOUTHERN,NONE,
26/01/2006,14:15:00,WARRANTS,Thursday,CENTRAL,NONE,
12/01/2006,18:40:00,OTHER OFFENSES,Thursday,TARAVAL,ARREST,BOOKED
02/10/2009,11:30:00,LARCENY\/THEFT,Friday,TENDERLOIN,JUVENILE BOOKED,
25/12/2003,19:00:00,KIDNAPPING,Thursday,RICHMOND,NONE,
14/12/2008,16:45:00,NON-CRIMINAL,Sunday,BAYVIEW,NONE,
02/09/2009,14:15:00,LARCENY\/THEFT,Wednesday,INGLESIDE,ARREST,CITED
16/04/2015,13:30:00,ASSAULT,Thursday,MISSION,ARREST,BOOKED
30/07/2005,14:00:00,LARCENY\/THEFT,Saturday,CENTRAL,NONE,
24/08/2013,20:30:00,ASSAULT,Saturday,SOUTHERN,NONE,
16/06/2011,18:27:00,LARCENY\/THEFT,Thursday,TENDERLOIN,NONE,
18/10/2006,22:30:00,NON-CRIMINAL,Wednesday,SOUTHERN,NONE,
19/09/2003,08:45:00,NON-CRIMINAL,Friday,MISSION,NONE,
21/08/2003,21:55:00,DRUG\/NARCOTIC,Thursday,SOUTHERN,NONE,
19/03/2014,06:45:00,LARCENY\/THEFT,Wednesday,BAYVIEW,NONE,
12/01/2012,00:01:00,VANDALISM,Thursday,BAYVIEW,NONE,
14/10/2003,12:15:00,OTHER OFFENSES,Tuesday,MISSION,ARREST,BOOKED
20/08/2007,19:40:00,WARRANTS,Monday,TENDERLOIN,ARREST,BOOKED
06/08/2013,13:30:00,ASSAULT,Tuesday,INGLESIDE,JUVENILE BOOKED,
08/03/2003,17:49:00,WARRANTS,Saturday,TARAVAL,ARREST,BOOKED
29/10/2014,23:30:00,LARCENY\/THEFT,Wednesday,RICHMOND,NONE,
22/08/2008,21:33:00,MISSING PERSON,Friday,MISSION,LOCATED,
29/04/2009,12:02:00,OTHER OFFENSES,Wednesday,RICHMOND,ARREST,CITED
15/10/2013,15:39:00,OTHER OFFENSES,Tuesday,INGLESIDE,ARREST,CITED
11/01/2008,06:00:00,BURGLARY,Friday,BAYVIEW,NONE,
21/08/2007,20:00:00,BURGLARY,Tuesday,CENTRAL,NONE,
13/07/2003,14:40:00,ASSAULT,Sunday,CENTRAL,NONE,
14/05/2004,18:50:00,NON-CRIMINAL,Friday,RICHMOND,PSYCHOPATHIC CASE,
16/10/2013,17:33:00,NON-CRIMINAL,Wednesday,SOUTHERN,NONE,
07/07/2014,10:06:00,LARCENY\/THEFT,Monday,CENTRAL,NONE,
04/10/2012,01:35:00,SUSPICIOUS OCC,Thursday,TENDERLOIN,NONE,
30/03/2015,00:05:00,BURGLARY,Monday,SOUTHERN,NONE,
01/12/2011,18:09:00,OTHER OFFENSES,Thursday,CENTRAL,ARREST,BOOKED
21/05/2005,10:00:00,FRAUD,Saturday,BAYVIEW,NONE,
25/08/2010,19:10:00,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE,
15/06/2013,00:01:00,LARCENY\/THEFT,Saturday,BAYVIEW,NONE,
19/05/2005,22:53:00,DRUG\/NARCOTIC,Thursday,TENDERLOIN,ARREST,BOOKED
25/03/2010,16:00:00,SECONDARY CODES,Thursday,SOUTHERN,NONE,
18/06/2006,00:01:00,LARCENY\/THEFT,Sunday,PARK,NONE,
20/03/2015,14:00:00,SUSPICIOUS OCC,Friday,RICHMOND,NONE,
01/08/2010,04:35:00,OTHER OFFENSES,Sunday,TENDERLOIN,NONE,
11/08/2013,21:47:00,OTHER OFFENSES,Sunday,NORTHERN,ARREST,BOOKED
16/11/2014,04:00:00,ASSAULT,Sunday,TARAVAL,NONE,
28/12/2014,00:45:00,LARCENY\/THEFT,Sunday,NORTHERN,NONE,
14/10/2014,16:30:00,NON-CRIMINAL,Tuesday,SOUTHERN,NONE,
31/03/2015,18:00:00,LARCENY\/THEFT,Tuesday,RICHMOND,NONE,
08/02/2013,03:12:00,OTHER OFFENSES,Friday,INGLESIDE,ARREST,BOOKED
02/12/2005,18:00:00,NON-CRIMINAL,Friday,CENTRAL,NONE,
03/10/2007,16:30:00,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE,
01/01/2012,00:39:00,ASSAULT,Sunday,SOUTHERN,NONE,
29/05/2004,12:00:00,OTHER OFFENSES,Saturday,MISSION,NONE,
09/06/2004,18:45:00,WEAPON LAWS,Wednesday,NORTHERN,NONE,
23/02/2014,18:00:00,VEHICLE THEFT,Sunday,BAYVIEW,NONE,
05/06/2010,00:24:00,SUSPICIOUS OCC,Saturday,INGLESIDE,ARREST,CITED
19/11/2006,19:00:00,LARCENY\/THEFT,Sunday,CENTRAL,NONE,
12/11/2014,23:45:00,SECONDARY CODES,Wednesday,BAYVIEW,ARREST,BOOKED
24/06/2003,15:00:00,WARRANTS,Tuesday,MISSION,ARREST,BOOKED
01/09/2008,13:45:00,NON-CRIMINAL,Monday,CENTRAL,NONE,
01/03/2004,16:30:00,OTHER OFFENSES,Monday,TENDERLOIN,ARREST,BOOKED
10/12/2004,19:00:00,NON-CRIMINAL,Friday,CENTRAL,NONE,
27/05/2004,19:00:00,NON-CRIMINAL,Thursday,SOUTHERN,NONE,
07/09/2013,19:00:00,VEHICLE THEFT,Saturday,INGLESIDE,NONE,
25/07/2011,11:00:00,VEHICLE THEFT,Monday,RICHMOND,NONE,
08/01/2009,21:58:00,ROBBERY,Thursday,MISSION,ARREST,BOOKED
08/08/2014,16:11:00,VANDALISM,Friday,TENDERLOIN,ARREST,BOOKED
28/12/2010,00:01:00,LARCENY\/THEFT,Tuesday,RICHMOND,NONE,
06/09/2005,22:45:00,MISSING PERSON,Tuesday,NORTHERN,NONE,
21/03/2012,20:40:00,DRUG\/NARCOTIC,Wednesday,SOUTHERN,ARREST,BOOKED
27/06/2009,15:40:00,DRUG\/NARCOTIC,Saturday,TENDERLOIN,ARREST,BOOKED
21/09/2013,20:30:00,LARCENY\/THEFT,Saturday,MISSION,NONE,
03/03/2015,18:40:00,SUSPICIOUS OCC,Tuesday,MISSION,NONE,
08/01/2003,19:39:00,NON-CRIMINAL,Wednesday,TENDERLOIN,NONE,
12/01/2013,18:15:00,NON-CRIMINAL,Saturday,SOUTHERN,COMPLAINANT REFUSES TO PROSECUTE,
21/07/2009,17:20:00,RECOVERED VEHICLE,Tuesday,INGLESIDE,NONE,
08/01/2008,20:10:00,LARCENY\/THEFT,Tuesday,TENDERLOIN,ARREST,CITED
18/03/2014,08:30:00,VEHICLE THEFT,Tuesday,NORTHERN,NONE,
27/11/2014,02:21:00,BURGLARY,Thursday,PARK,ARREST,BOOKED
22/09/2013,09:55:00,OTHER OFFENSES,Sunday,SOUTHERN,ARREST,BOOKED
15/01/2010,15:10:00,ASSAULT,Friday,SOUTHERN,ARREST,BOOKED
04/10/2013,23:00:00,VANDALISM,Friday,SOUTHERN,ARREST,BOOKED
06/03/2012,19:45:00,BURGLARY,Tuesday,INGLESIDE,NONE,
11/11/2009,10:05:00,LARCENY\/THEFT,Wednesday,INGLESIDE,NONE,
24/09/2010,17:00:00,LARCENY\/THEFT,Friday,INGLESIDE,NONE,
26/05/2004,19:20:00,NON-CRIMINAL,Wednesday,PARK,ARREST,CITED
19/04/2009,00:01:00,VANDALISM,Sunday,MISSION,NONE,
15/07/2007,18:38:00,OTHER OFFENSES,Sunday,SOUTHERN,ARREST,CITED
07/02/2014,02:50:00,OTHER OFFENSES,Friday,MISSION,ARREST,CITED
12/04/2004,14:00:00,VANDALISM,Monday,INGLESIDE,NONE,
31/03/2015,21:00:00,ARSON,Tuesday,SOUTHERN,NONE,
13/10/2004,23:47:00,DRUG\/NARCOTIC,Wednesday,TENDERLOIN,NONE,
15/07/2010,21:30:00,VANDALISM,Thursday,RICHMOND,NONE,
14/02/2010,12:51:00,WEAPON LAWS,Sunday,TARAVAL,ARREST,BOOKED
21/09/2014,07:55:00,NON-CRIMINAL,Sunday,RICHMOND,NONE,
23/12/2013,22:03:00,SUSPICIOUS OCC,Monday,BAYVIEW,NONE,
02/06/2013,21:15:00,ASSAULT,Sunday,NORTHERN,NONE,
12/06/2007,15:00:00,WARRANTS,Tuesday,TENDERLOIN,ARREST,BOOKED
13/05/2003,10:20:00,LARCENY\/THEFT,Tuesday,TARAVAL,NONE,
04/09/2009,22:40:00,SECONDARY CODES,Friday,INGLESIDE,ARREST,BOOKED
27/07/2013,19:00:00,VANDALISM,Saturday,SOUTHERN,NONE,
16/04/2008,16:44:00,NON-CRIMINAL,Wednesday,TENDERLOIN,PSYCHOPATHIC CASE,
15/05/2014,16:30:00,NON-CRIMINAL,Thursday,BAYVIEW,NONE,
22/02/2005,08:00:00,VEHICLE THEFT,Tuesday,MISSION,NONE,
04/04/2011,09:20:00,SUSPICIOUS OCC,Monday,TARAVAL,NONE,
12/11/2014,16:45:00,LARCENY\/THEFT,Wednesday,NORTHERN,NONE,
30/06/2010,19:00:00,LARCENY\/THEFT,Wednesday,BAYVIEW,NONE,
24/09/2006,02:45:00,ASSAULT,Sunday,TARAVAL,NONE,
31/10/2006,15:28:00,ROBBERY,Tuesday,TARAVAL,NONE,
17/09/2012,16:45:00,LARCENY\/THEFT,Monday,CENTRAL,NONE,
09/12/2003,18:24:00,OTHER OFFENSES,Tuesday,BAYVIEW,NONE,
16/10/2013,12:52:00,LARCENY\/THEFT,Wednesday,MISSION,NONE,
19/10/2008,18:00:00,OTHER OFFENSES,Sunday,BAYVIEW,NONE,
27/06/2012,13:42:00,OTHER OFFENSES,Wednesday,MISSION,ARREST,BOOKED
24/10/2010,12:00:00,LARCENY\/THEFT,Sunday,CENTRAL,NONE,
11/12/2012,18:40:00,LARCENY\/THEFT,Tuesday,MISSION,NONE,
03/11/2012,20:10:00,NON-CRIMINAL,Saturday,BAYVIEW,NONE,
24/02/2010,23:00:00,LARCENY\/THEFT,Wednesday,MISSION,NONE,
29/05/2014,12:00:00,VEHICLE THEFT,Thursday,PARK,NONE,
11/07/2009,18:01:00,OTHER OFFENSES,Saturday,NORTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,
04/04/2006,14:30:00,LARCENY\/THEFT,Tuesday,NORTHERN,NONE,
12/11/2014,16:05:00,NON-CRIMINAL,Wednesday,SOUTHERN,NONE,
13/12/2005,12:00:00,VEHICLE THEFT,Tuesday,BAYVIEW,NONE,
05/10/2014,21:00:00,LARCENY\/THEFT,Sunday,TARAVAL,NONE,
08/12/2009,10:00:00,OTHER OFFENSES,Tuesday,INGLESIDE,NONE,
10/07/2006,18:00:00,LARCENY\/THEFT,Monday,BAYVIEW,ARREST,BOOKED
17/09/2014,19:30:00,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE,
01/04/2004,17:35:00,OTHER OFFENSES,Thursday,CENTRAL,ARREST,CITED
12/01/2012,11:00:00,LARCENY\/THEFT,Thursday,TARAVAL,NONE,
02/04/2008,20:05:00,OTHER OFFENSES,Wednesday,MISSION,ARREST,CITED
13/11/2014,11:00:00,NON-CRIMINAL,Thursday,TARAVAL,NONE,
10/10/2010,16:00:00,DISORDERLY CONDUCT,Sunday,CENTRAL,NONE,
23/02/2008,01:40:00,SUSPICIOUS OCC,Saturday,INGLESIDE,NONE,
01/06/2006,19:00:00,KIDNAPPING,Thursday,MISSION,NONE,
27/10/2009,04:45:00,LARCENY\/THEFT,Tuesday,SOUTHERN,NONE,
01/06/2013,09:33:00,OTHER OFFENSES,Saturday,TENDERLOIN,ARREST,BOOKED
17/05/2005,01:00:00,VEHICLE THEFT,Tuesday,CENTRAL,NONE,
28/04/2009,00:14:00,ROBBERY,Tuesday,MISSION,NONE,
04/09/2013,22:40:00,LARCENY\/THEFT,Wednesday,PARK,ARREST,BOOKED
21/08/2007,11:52:00,SUSPICIOUS OCC,Tuesday,PARK,NONE,
13/01/2013,02:17:00,OTHER OFFENSES,Sunday,INGLESIDE,ARREST,CITED
11/03/2005,10:33:00,MISSING PERSON,Friday,MISSION,NONE,
24/08/2003,20:00:00,VEHICLE THEFT,Sunday,SOUTHERN,NONE,
10/08/2013,16:49:00,NON-CRIMINAL,Saturday,INGLESIDE,NONE,
23/09/2011,08:30:00,FRAUD,Friday,PARK,NONE,
09/03/2013,23:00:00,ROBBERY,Saturday,TARAVAL,ARREST,BOOKED
13/11/2008,20:50:00,DRUG\/NARCOTIC,Thursday,TENDERLOIN,ARREST,BOOKED
24/10/2010,15:50:00,LARCENY\/THEFT,Sunday,NORTHERN,NONE,
20/04/2012,11:00:00,VANDALISM,Friday,PARK,NONE,
20/03/2003,00:30:00,OTHER OFFENSES,Thursday,TARAVAL,NONE,
05/09/2008,12:00:00,ASSAULT,Friday,SOUTHERN,NONE,
13/01/2013,03:00:00,NON-CRIMINAL,Sunday,SOUTHERN,NONE,
16/05/2006,10:40:00,ROBBERY,Tuesday,SOUTHERN,NONE,
09/06/2014,11:41:00,MISSING PERSON,Monday,MISSION,LOCATED,
16/04/2012,19:50:00,LARCENY\/THEFT,Monday,TENDERLOIN,ARREST,BOOKED
02/04/2015,14:25:00,ROBBERY,Thursday,MISSION,NONE,
24/09/2010,00:30:00,VANDALISM,Friday,INGLESIDE,NONE,
19/04/2015,12:00:00,BURGLARY,Sunday,TENDERLOIN,NONE,
15/05/2013,18:00:00,FRAUD,Wednesday,RICHMOND,NONE,
09/08/2012,17:00:00,VANDALISM,Thursday,SOUTHERN,UNFOUNDED,
03/08/2009,17:40:00,LARCENY\/THEFT,Monday,SOUTHERN,NONE,
11/02/2011,08:17:00,ASSAULT,Friday,PARK,NONE,
04/10/2007,08:50:00,OTHER OFFENSES,Thursday,MISSION,ARREST,CITED
01/10/2012,21:30:00,BURGLARY,Monday,PARK,NONE,
09/12/2009,08:23:00,BURGLARY,Wednesday,SOUTHERN,ARREST,BOOKED
23/08/2013,00:01:00,OTHER OFFENSES,Friday,MISSION,NONE,
25/01/2010,05:30:00,LARCENY\/THEFT,Monday,INGLESIDE,NONE,
01/07/2012,12:00:00,OTHER OFFENSES,Sunday,RICHMOND,NONE,
27/12/2006,18:00:00,LARCENY\/THEFT,Wednesday,TARAVAL,NONE,
24/09/2006,11:30:00,BURGLARY,Sunday,RICHMOND,NONE,
07/03/2015,20:55:00,LARCENY\/THEFT,Saturday,TENDERLOIN,ARREST,BOOKED
02/06/2013,21:10:00,DRUG\/NARCOTIC,Sunday,TENDERLOIN,ARREST,CITED
19/05/2011,10:45:00,SUSPICIOUS OCC,Thursday,NORTHERN,NONE,
01/06/2008,23:00:00,ASSAULT,Sunday,SOUTHERN,NONE,
11/06/2007,22:00:00,MISSING PERSON,Monday,CENTRAL,LOCATED,
07/08/2003,17:21:00,OTHER OFFENSES,Thursday,RICHMOND,ARREST,CITED
12/08/2010,02:00:00,ASSAULT,Thursday,TARAVAL,DISTRICT ATTORNEY REFUSES TO PROSECUTE,
28/11/2011,20:19:00,OTHER OFFENSES,Monday,TENDERLOIN,ARREST,BOOKED
06/01/2015,22:30:00,LARCENY\/THEFT,Tuesday,MISSION,NONE,
17/05/2005,17:10:00,OTHER OFFENSES,Tuesday,MISSION,ARREST,BOOKED
05/04/2011,12:00:00,LARCENY\/THEFT,Tuesday,NORTHERN,NONE,
24/02/2006,14:44:00,DRUG\/NARCOTIC,Friday,BAYVIEW,ARREST,BOOKED
29/01/2005,01:00:00,VEHICLE THEFT,Saturday,TARAVAL,NONE,
12/07/2011,22:40:00,OTHER OFFENSES,Tuesday,MISSION,JUVENILE BOOKED,
19/03/2007,14:13:00,OTHER OFFENSES,Monday,SOUTHERN,ARREST,CITED
14/11/2003,09:00:00,OTHER OFFENSES,Friday,INGLESIDE,NONE,
10/12/2008,16:32:00,FRAUD,Wednesday,TENDERLOIN,ARREST,BOOKED
04/04/2007,10:30:00,BURGLARY,Wednesday,INGLESIDE,NONE,
20/04/2006,21:00:00,LARCENY\/THEFT,Thursday,MISSION,NONE,
05/04/2012,12:08:00,NON-CRIMINAL,Thursday,CENTRAL,NONE,
11/12/2003,05:30:00,LARCENY\/THEFT,Thursday,SOUTHERN,NONE,
13/06/2009,22:00:00,VANDALISM,Saturday,TARAVAL,NONE,
30/07/2005,19:07:00,VEHICLE THEFT,Saturday,TENDERLOIN,NONE,
28/10/2004,12:30:00,OTHER OFFENSES,Thursday,MISSION,ARREST,CITED
05/01/2015,11:00:00,NON-CRIMINAL,Monday,INGLESIDE,NONE,
08/10/2006,15:58:00,WARRANTS,Sunday,MISSION,ARREST,BOOKED
04/11/2010,22:32:00,OTHER OFFENSES,Thursday,NORTHERN,ARREST,BOOKED
28/07/2011,08:55:00,DRUG\/NARCOTIC,Thursday,BAYVIEW,ARREST,BOOKED
27/06/2014,08:05:00,VEHICLE THEFT,Friday,NORTHERN,NONE,
19/10/2008,21:45:00,NON-CRIMINAL,Sunday,MISSION,NONE,
01/12/2013,15:45:00,NON-CRIMINAL,Sunday,CENTRAL,NONE,
24/12/2007,09:30:00,LARCENY\/THEFT,Monday,MISSION,NONE,
31/12/2011,20:32:00,ASSAULT,Saturday,CENTRAL,NONE,
05/02/2014,10:50:00,OTHER OFFENSES,Wednesday,NORTHERN,ARREST,BOOKED
06/09/2007,21:04:00,OTHER OFFENSES,Thursday,INGLESIDE,ARREST,BOOKED
11/01/2014,23:00:00,OTHER OFFENSES,Saturday,CENTRAL,NONE,
11/02/2005,23:30:00,OTHER OFFENSES,Friday,MISSION,NONE,
03/07/2005,21:40:00,ASSAULT,Sunday,PARK,ARREST,BOOKED
08/01/2008,13:00:00,LARCENY\/THEFT,Tuesday,RICHMOND,NONE,
01/05/2013,11:30:00,LARCENY\/THEFT,Wednesday,BAYVIEW,JUVENILE CITED,
06/07/2009,03:07:00,LIQUOR LAWS,Monday,INGLESIDE,ARREST,CITED
03/05/2010,00:01:00,NON-CRIMINAL,Monday,PARK,NONE,
21/02/2015,00:05:00,OTHER OFFENSES,Saturday,INGLESIDE,ARREST,BOOKED
20/03/2003,11:30:00,LARCENY\/THEFT,Thursday,SOUTHERN,NONE,
30/07/2005,12:17:00,DRUG\/NARCOTIC,Saturday,TENDERLOIN,ARREST,BOOKED
08/08/2003,09:20:00,ASSAULT,Friday,BAYVIEW,ARREST,BOOKED
25/07/2007,19:00:00,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE,
15/10/2003,18:11:00,WARRANTS,Wednesday,BAYVIEW,ARREST,BOOKED
01/09/2008,14:00:00,OTHER OFFENSES,Monday,BAYVIEW,NONE,
16/05/2009,12:00:00,NON-CRIMINAL,Saturday,CENTRAL,NONE,
04/06/2010,14:25:00,ASSAULT,Friday,TENDERLOIN,ARREST,BOOKED
07/10/2012,10:30:00,ROBBERY,Sunday,SOUTHERN,NONE,
10/01/2005,10:30:00,LARCENY\/THEFT,Monday,NORTHERN,NONE,
18/10/2005,17:55:00,WARRANTS,Tuesday,MISSION,ARREST,BOOKED
05/09/2005,12:15:00,ROBBERY,Monday,SOUTHERN,NONE,
10/01/2007,13:36:00,DRUG\/NARCOTIC,Wednesday,TENDERLOIN,ARREST,BOOKED
09/10/2005,12:30:00,VANDALISM,Sunday,BAYVIEW,NONE,
04/11/2010,17:25:00,DRUG\/NARCOTIC,Thursday,NORTHERN,ARREST,BOOKED
10/02/2007,14:55:00,ROBBERY,Saturday,CENTRAL,ARREST,BOOKED
18/10/2014,15:00:00,FORGERY\/COUNTERFEITING,Saturday,SOUTHERN,NONE,
15/06/2014,02:00:00,MISSING PERSON,Sunday,PARK,LOCATED,
05/08/2013,04:55:00,ARSON,Monday,NORTHERN,NONE,
29/04/2004,16:00:00,VANDALISM,Thursday,TARAVAL,NONE,
05/10/2011,16:30:00,MISSING PERSON,Wednesday,SOUTHERN,LOCATED,
13/10/2014,15:53:00,WARRANTS,Monday,PARK,ARREST,BOOKED
04/05/2007,14:30:00,OTHER OFFENSES,Friday,MISSION,ARREST,BOOKED
25/07/2009,11:35:00,OTHER OFFENSES,Saturday,SOUTHERN,NONE,
24/01/2003,22:10:00,ROBBERY,Friday,NORTHERN,ARREST,BOOKED
24/04/2005,01:30:00,ROBBERY,Sunday,TARAVAL,PROSECUTED BY OUTSIDE AGENCY,
12/12/2003,20:25:00,OTHER OFFENSES,Friday,NORTHERN,ARREST,CITED
18/09/2014,16:43:00,SUSPICIOUS OCC,Thursday,CENTRAL,UNFOUNDED,
30/10/2003,05:00:00,VEHICLE THEFT,Thursday,INGLESIDE,NONE,
29/06/2010,21:00:00,DRUG\/NARCOTIC,Tuesday,TENDERLOIN,NONE,
14/05/2009,10:30:00,GAMBLING,Thursday,SOUTHERN,NONE,
04/03/2014,16:00:00,BURGLARY,Tuesday,INGLESIDE,NONE,
14/02/2010,12:20:00,WARRANTS,Sunday,INGLESIDE,NONE,
24/07/2009,17:14:00,VANDALISM,Friday,SOUTHERN,NONE,
19/05/2007,09:02:00,OTHER OFFENSES,Saturday,TENDERLOIN,ARREST,CITED
11/06/2012,07:40:00,ASSAULT,Monday,NORTHERN,NONE,
07/02/2008,00:20:00,OTHER OFFENSES,Thursday,TENDERLOIN,ARREST,CITED
19/02/2015,20:00:00,LARCENY\/THEFT,Thursday,NORTHERN,NONE,
01/10/2014,17:00:00,LARCENY\/THEFT,Wednesday,PARK,NONE,
20/08/2013,15:53:00,DRUG\/NARCOTIC,Tuesday,NORTHERN,ARREST,BOOKED
05/05/2005,10:37:00,SECONDARY CODES,Thursday,BAYVIEW,NONE,
14/11/2007,02:40:00,OTHER OFFENSES,Wednesday,BAYVIEW,NONE,
31/12/2010,21:00:00,BURGLARY,Friday,TENDERLOIN,NONE,
24/12/2014,00:01:00,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE,
30/01/2011,19:00:00,LARCENY\/THEFT,Sunday,TARAVAL,NONE,
22/01/2008,13:00:00,FORGERY\/COUNTERFEITING,Tuesday,PARK,PROSECUTED BY OUTSIDE AGENCY,
16/12/2011,03:10:00,ASSAULT,Friday,SOUTHERN,NONE,
02/09/2008,13:39:00,NON-CRIMINAL,Tuesday,SOUTHERN,NONE,
12/03/2010,08:30:00,ASSAULT,Friday,PARK,ARREST,BOOKED
13/11/2008,16:20:00,OTHER OFFENSES,Thursday,RICHMOND,ARREST,CITED
29/04/2013,15:00:00,VEHICLE THEFT,Monday,NORTHERN,ARREST,BOOKED
10/08/2014,12:00:00,LARCENY\/THEFT,Sunday,SOUTHERN,NONE,
10/11/2003,20:00:00,VANDALISM,Monday,MISSION,NONE,
04/05/2006,10:00:00,NON-CRIMINAL,Thursday,CENTRAL,NONE,
03/02/2004,13:45:00,FRAUD,Tuesday,SOUTHERN,NOT PROSECUTED,
09/12/2003,20:48:00,TRESPASS,Tuesday,SOUTHERN,ARREST,CITED
12/09/2010,16:45:00,LARCENY\/THEFT,Sunday,SOUTHERN,NONE,
03/11/2010,18:28:00,WARRANTS,Wednesday,SOUTHERN,JUVENILE BOOKED,
04/02/2009,06:56:00,LARCENY\/THEFT,Wednesday,TARAVAL,ARREST,CITED
11/09/2010,02:00:00,NON-CRIMINAL,Saturday,NORTHERN,NONE,
16/11/2013,15:30:00,LARCENY\/THEFT,Saturday,SOUTHERN,ARREST,BOOKED
12/07/2009,07:00:00,MISSING PERSON,Sunday,CENTRAL,NONE,
06/04/2012,17:00:00,BURGLARY,Friday,NORTHERN,NONE,
05/03/2015,02:42:00,NON-CRIMINAL,Thursday,MISSION,NONE,
16/02/2015,17:17:00,LARCENY\/THEFT,Monday,SOUTHERN,ARREST,BOOKED
18/02/2014,19:30:00,OTHER OFFENSES,Tuesday,BAYVIEW,ARREST,CITED
14/01/2006,07:48:00,NON-CRIMINAL,Saturday,TENDERLOIN,NONE,
02/10/2014,01:10:00,LARCENY\/THEFT,Thursday,MISSION,NONE,
12/12/2004,00:30:00,ASSAULT,Sunday,CENTRAL,NONE,
18/05/2006,12:00:00,NON-CRIMINAL,Thursday,TENDERLOIN,NONE,
05/01/2015,08:15:00,VEHICLE THEFT,Monday,INGLESIDE,NONE,
05/02/2003,11:25:00,LARCENY\/THEFT,Wednesday,TENDERLOIN,ARREST,BOOKED
25/07/2003,08:10:00,LARCENY\/THEFT,Friday,BAYVIEW,NONE,
15/11/2013,15:02:00,WARRANTS,Friday,CENTRAL,ARREST,BOOKED
