Day,Month,Years,Hour,Category,DayOfWeek,PdDistrict,Resolution                                                                        
18,9,2012,22,VANDALISM,Tuesday,CENTRAL,NONE
29,11,2006,10,LARCENY\/THEFT,Wednesday,INGLESIDE,NONE
22,3,2012,17,VEHICLE THEFT,Thursday,CENTRAL,NONE
19,3,2009,8,VANDALISM,Thursday,RICHMOND,NONE
20,8,2004,15,DRUG\/NARCOTIC,Friday,INGLESIDE,ARREST
8,10,2010,20,DRUG\/NARCOTIC,Friday,SOUTHERN,ARREST
6,3,2015,23,LARCENY\/THEFT,Friday,SOUTHERN,NONE
6,1,2004,18,BURGLARY,Tuesday,MISSION,NONE
4,4,2008,22,OTHER OFFENSES,Friday,TENDERLOIN,ARREST
13,6,2011,9,MISSING PERSON,Monday,MISSION,LOCATED
8,2,2007,17,LARCENY\/THEFT,Thursday,INGLESIDE,NONE
5,11,2005,11,MISSING PERSON,Saturday,CENTRAL,LOCATED
10,5,2004,22,LARCENY\/THEFT,Monday,PARK,NONE
3,4,2014,20,VEHICLE THEFT,Thursday,INGLESIDE,NONE
5,10,2008,14,VANDALISM,Sunday,SOUTHERN,NONE
4,6,2011,11,ROBBERY,Saturday,TENDERLOIN,NONE
21,8,2008,4,PROSTITUTION,Thursday,MISSION,ARREST
7,9,2013,18,LARCENY\/THEFT,Saturday,PARK,NONE
24,8,2013,18,OTHER OFFENSES,Saturday,BAYVIEW,ARREST
20,10,2012,1,VANDALISM,Saturday,INGLESIDE,NONE
4,8,2004,3,WARRANTS,Wednesday,PARK,ARREST
28,12,2003,20,WARRANTS,Sunday,BAYVIEW,ARREST
14,7,2012,11,NON-CRIMINAL,Saturday,MISSION,NONE
14,9,2009,17,VEHICLE THEFT,Monday,MISSION,NONE
4,9,2007,13,LARCENY\/THEFT,Tuesday,RICHMOND,NONE
26,10,2004,0,LARCENY\/THEFT,Tuesday,SOUTHERN,ARREST
7,5,2010,20,VEHICLE THEFT,Friday,INGLESIDE,NONE
17,10,2004,20,DRUG\/NARCOTIC,Sunday,MISSION,ARREST
2,10,2009,15,VANDALISM,Friday,CENTRAL,NONE
17,5,2010,16,SUSPICIOUS OCC,Monday,MISSION,NONE
5,6,2010,14,LARCENY\/THEFT,Saturday,SOUTHERN,ARREST
11,6,2014,11,WARRANTS,Wednesday,TARAVAL,ARREST
29,11,2010,7,VEHICLE THEFT,Monday,INGLESIDE,NONE
24,1,2009,13,DRUG\/NARCOTIC,Saturday,SOUTHERN,ARREST
5,9,2006,15,NON-CRIMINAL,Tuesday,MISSION,PSYCHOPATHIC CASE
14,11,2003,20,BURGLARY,Friday,INGLESIDE,NONE
8,8,2008,16,WARRANTS,Friday,TENDERLOIN,ARREST
22,11,2004,11,OTHER OFFENSES,Monday,SOUTHERN,NONE
28,5,2007,0,LARCENY\/THEFT,Monday,SOUTHERN,NONE
9,7,2014,20,VANDALISM,Wednesday,TARAVAL,NONE
17,7,2010,15,LARCENY\/THEFT,Saturday,SOUTHERN,NONE
12,2,2006,0,BURGLARY,Sunday,CENTRAL,NONE
24,1,2014,13,OTHER OFFENSES,Friday,CENTRAL,ARREST
10,12,2008,16,OTHER OFFENSES,Wednesday,NORTHERN,NONE
15,4,2014,12,OTHER OFFENSES,Tuesday,SOUTHERN,NONE
31,12,2011,1,VEHICLE THEFT,Saturday,INGLESIDE,NONE
21,2,2007,23,NON-CRIMINAL,Wednesday,NORTHERN,PSYCHOPATHIC CASE
2,4,2015,20,LARCENY\/THEFT,Thursday,TARAVAL,NONE
15,7,2011,12,VANDALISM,Friday,BAYVIEW,NONE
26,6,2014,18,LARCENY\/THEFT,Thursday,CENTRAL,NONE
10,4,2005,23,VEHICLE THEFT,Sunday,MISSION,NONE
19,6,2011,13,VANDALISM,Sunday,TARAVAL,NONE
21,8,2007,21,DRUG\/NARCOTIC,Tuesday,TENDERLOIN,ARREST
23,10,2011,2,WARRANTS,Sunday,CENTRAL,ARREST
2,11,2014,16,SUSPICIOUS OCC,Sunday,CENTRAL,NONE
7,2,2012,22,ASSAULT,Tuesday,TARAVAL,NONE
11,3,2012,0,LARCENY\/THEFT,Sunday,SOUTHERN,NONE
19,3,2004,7,DRUG\/NARCOTIC,Friday,MISSION,ARREST
12,1,2003,19,NON-CRIMINAL,Sunday,INGLESIDE,NONE
6,9,2008,20,DRUG\/NARCOTIC,Saturday,INGLESIDE,ARREST
20,8,2008,19,ROBBERY,Wednesday,BAYVIEW,NONE
28,8,2005,8,VEHICLE THEFT,Sunday,NORTHERN,NONE
20,3,2004,12,NON-CRIMINAL,Saturday,PARK,NONE
3,9,2003,9,OTHER OFFENSES,Wednesday,TENDERLOIN,ARREST
19,4,2013,14,LARCENY\/THEFT,Friday,PARK,NONE
2,5,2011,23,NON-CRIMINAL,Monday,NORTHERN,NONE
29,9,2009,14,DRUG\/NARCOTIC,Tuesday,TENDERLOIN,ARREST
21,4,2007,14,LARCENY\/THEFT,Saturday,NORTHERN,NONE
20,8,2003,17,NON-CRIMINAL,Wednesday,TENDERLOIN,NONE
30,4,2014,8,BURGLARY,Wednesday,BAYVIEW,NONE
17,4,2013,9,BURGLARY,Wednesday,TARAVAL,NONE
18,6,2006,20,BURGLARY,Sunday,BAYVIEW,NONE
1,11,2014,16,DRUG\/NARCOTIC,Saturday,TENDERLOIN,ARREST
31,5,2007,15,OTHER OFFENSES,Thursday,SOUTHERN,ARREST
26,7,2012,4,VEHICLE THEFT,Thursday,PARK,NONE
2,12,2012,11,OTHER OFFENSES,Sunday,CENTRAL,NONE
13,8,2011,0,NON-CRIMINAL,Saturday,TENDERLOIN,NONE
26,6,2012,18,LARCENY\/THEFT,Tuesday,MISSION,NONE
30,12,2012,5,OTHER OFFENSES,Sunday,SOUTHERN,ARREST
10,11,2014,13,OTHER OFFENSES,Monday,TENDERLOIN,ARREST
13,6,2008,12,NON-CRIMINAL,Friday,PARK,PSYCHOPATHIC CASE
18,4,2004,16,OTHER OFFENSES,Sunday,INGLESIDE,ARREST
8,5,2005,0,FORGERY\/COUNTERFEITING,Sunday,CENTRAL,NOT PROSECUTED] } }
4,3,2015,11,LARCENY\/THEFT,Wednesday,RICHMOND,NONE
15,5,2006,19,BURGLARY,Monday,TENDERLOIN,NONE
29,12,2012,21,BURGLARY,Saturday,PARK,NONE
2,12,2010,12,LIQUOR LAWS,Thursday,SOUTHERN,ARREST
15,10,2009,0,NON-CRIMINAL,Thursday,SOUTHERN,NONE
1,11,2013,17,OTHER OFFENSES,Friday,SOUTHERN,NONE
31,5,2003,9,VEHICLE THEFT,Saturday,PARK,NONE
27,1,2013,14,NON-CRIMINAL,Sunday,CENTRAL,NONE
23,12,2013,19,OTHER OFFENSES,Monday,SOUTHERN,ARREST
27,10,2009,12,ASSAULT,Tuesday,SOUTHERN,NONE
30,7,2005,23,LARCENY\/THEFT,Saturday,SOUTHERN,NONE
21,1,2004,15,BURGLARY,Wednesday,INGLESIDE,NONE
3,9,2009,14,LARCENY\/THEFT,Thursday,SOUTHERN,NONE
30,4,2004,2,OTHER OFFENSES,Friday,CENTRAL,ARREST
9,1,2013,16,DRUG\/NARCOTIC,Wednesday,TENDERLOIN,ARREST
23,8,2007,14,BURGLARY,Thursday,NORTHERN,NONE
9,8,2013,17,LARCENY\/THEFT,Friday,SOUTHERN,JUVENILE ADMONISHED
6,10,2013,16,LARCENY\/THEFT,Sunday,MISSION,NONE
12,1,2005,23,DRUG\/NARCOTIC,Wednesday,SOUTHERN,NONE
29,1,2012,3,SEX OFFENSES FORCIBLE,Sunday,INGLESIDE,UNFOUNDED
11,8,2012,0,NON-CRIMINAL,Saturday,PARK,NONE
21,1,2013,1,OTHER OFFENSES,Monday,INGLESIDE,ARREST
12,8,2012,10,SUSPICIOUS OCC,Sunday,BAYVIEW,NONE
9,2,2007,16,WARRANTS,Friday,SOUTHERN,ARREST
16,7,2006,11,LARCENY\/THEFT,Sunday,NORTHERN,NONE
15,10,2003,7,LARCENY\/THEFT,Wednesday,TARAVAL,NONE
16,5,2012,14,WEAPON LAWS,Wednesday,SOUTHERN,ARREST
26,1,2003,19,LARCENY\/THEFT,Sunday,TARAVAL,NONE
20,3,2014,15,BURGLARY,Thursday,CENTRAL,NONE
8,8,2009,17,NON-CRIMINAL,Saturday,CENTRAL,NONE
22,3,2009,13,LARCENY\/THEFT,Sunday,BAYVIEW,NONE
9,1,2012,14,MISSING PERSON,Monday,TARAVAL,LOCATED
12,11,2013,15,ASSAULT,Tuesday,TENDERLOIN,NONE
6,9,2008,19,OTHER OFFENSES,Saturday,MISSION,ARREST
17,12,2006,3,RECOVERED VEHICLE,Sunday,NORTHERN,NONE
26,2,2006,19,NON-CRIMINAL,Sunday,SOUTHERN,PSYCHOPATHIC CASE
28,7,2011,19,NON-CRIMINAL,Thursday,CENTRAL,NONE
30,8,2004,0,ASSAULT,Monday,RICHMOND,NONE
16,11,2005,23,VEHICLE THEFT,Wednesday,PARK,NONE
31,5,2003,16,MISSING PERSON,Saturday,BAYVIEW,LOCATED
30,11,2011,5,ASSAULT,Wednesday,SOUTHERN,ARREST
28,12,2013,14,LARCENY\/THEFT,Saturday,SOUTHERN,NONE
2,4,2015,22,OTHER OFFENSES,Thursday,SOUTHERN,ARREST
10,11,2003,18,OTHER OFFENSES,Monday,SOUTHERN,ARREST
5,9,2014,11,NON-CRIMINAL,Friday,PARK,NONE
26,11,2007,21,ROBBERY,Monday,TENDERLOIN,NONE
5,4,2010,9,NON-CRIMINAL,Monday,NORTHERN,NONE
4,11,2010,19,LARCENY\/THEFT,Thursday,SOUTHERN,NONE
10,8,2006,12,ASSAULT,Thursday,TARAVAL,NONE
19,9,2005,11,ASSAULT,Monday,INGLESIDE,NONE
3,6,2011,2,MISSING PERSON,Friday,MISSION,LOCATED
17,5,2013,23,FORGERY\/COUNTERFEITING,Friday,NORTHERN,NONE
21,1,2013,7,NON-CRIMINAL,Monday,TENDERLOIN,ARREST
23,3,2006,23,OTHER OFFENSES,Thursday,NORTHERN,NONE
18,10,2003,10,NON-CRIMINAL,Saturday,SOUTHERN,PSYCHOPATHIC CASE
18,5,2003,14,WARRANTS,Sunday,TENDERLOIN,ARREST
10,1,2014,20,FORGERY\/COUNTERFEITING,Friday,TARAVAL,NONE
10,9,2010,2,ASSAULT,Friday,MISSION,NONE
15,1,2012,18,LARCENY\/THEFT,Sunday,PARK,NONE
23,7,2004,15,LARCENY\/THEFT,Friday,SOUTHERN,NONE
30,10,2006,19,DRUG\/NARCOTIC,Monday,TENDERLOIN,ARREST
5,8,2009,12,WARRANTS,Wednesday,SOUTHERN,ARREST
18,6,2006,14,NON-CRIMINAL,Sunday,TARAVAL,NONE
14,5,2009,10,NON-CRIMINAL,Thursday,NORTHERN,NONE
9,5,2010,0,VANDALISM,Sunday,CENTRAL,ARREST
3,5,2010,23,DRUG\/NARCOTIC,Monday,INGLESIDE,ARREST
5,9,2013,11,FRAUD,Thursday,NORTHERN,NONE
4,4,2007,21,VEHICLE THEFT,Wednesday,INGLESIDE,NONE
21,10,2011,21,LARCENY\/THEFT,Friday,TARAVAL,NONE
20,3,2004,14,LARCENY\/THEFT,Saturday,RICHMOND,NONE
15,7,2010,17,ASSAULT,Thursday,INGLESIDE,NONE
21,5,2010,8,NON-CRIMINAL,Friday,SOUTHERN,ARREST
4,11,2007,13,VEHICLE THEFT,Sunday,TARAVAL,NONE
27,5,2004,23,PROSTITUTION,Thursday,MISSION,ARREST
8,4,2010,3,OTHER OFFENSES,Thursday,NORTHERN,ARREST
19,7,2004,9,LARCENY\/THEFT,Monday,MISSION,ARREST
31,3,2009,1,NON-CRIMINAL,Tuesday,MISSION,PSYCHOPATHIC CASE
10,1,2005,11,NON-CRIMINAL,Monday,SOUTHERN,NONE
7,1,2013,8,BURGLARY,Monday,TARAVAL,NONE
22,10,2010,0,OTHER OFFENSES,Friday,CENTRAL,NONE
2,5,2007,22,DISORDERLY CONDUCT,Wednesday,CENTRAL,NONE
31,10,2012,22,LARCENY\/THEFT,Wednesday,NORTHERN,NONE
13,7,2007,18,DISORDERLY CONDUCT,Friday,MISSION,ARREST
30,10,2013,7,OTHER OFFENSES,Wednesday,NORTHERN,ARREST
30,6,2006,23,LARCENY\/THEFT,Friday,MISSION,NONE
6,2,2009,16,NON-CRIMINAL,Friday,INGLESIDE,PSYCHOPATHIC CASE
30,10,2006,21,ROBBERY,Monday,SOUTHERN,NONE
29,5,2008,11,NON-CRIMINAL,Thursday,BAYVIEW,NOT PROSECUTED
19,2,2007,10,OTHER OFFENSES,Monday,NORTHERN,ARREST
22,2,2014,17,OTHER OFFENSES,Saturday,BAYVIEW,NONE
22,3,2009,0,LARCENY\/THEFT,Sunday,SOUTHERN,NONE
3,2,2009,17,VEHICLE THEFT,Tuesday,INGLESIDE,UNFOUNDED
27,12,2008,4,MISSING PERSON,Saturday,MISSION,LOCATED
14,1,2007,10,OTHER OFFENSES,Sunday,MISSION,ARREST
19,9,2005,20,BURGLARY,Monday,BAYVIEW,NONE
2,6,2006,23,LARCENY\/THEFT,Friday,CENTRAL,NONE
4,5,2008,5,NON-CRIMINAL,Sunday,CENTRAL,NONE
28,10,2014,18,VEHICLE THEFT,Tuesday,RICHMOND,NONE
8,2,2004,16,ASSAULT,Sunday,SOUTHERN,NONE
26,6,2013,2,ASSAULT,Wednesday,BAYVIEW,ARREST
21,8,2013,19,NON-CRIMINAL,Wednesday,CENTRAL,NONE
20,8,2009,2,OTHER OFFENSES,Thursday,NORTHERN,ARREST
11,2,2007,22,OTHER OFFENSES,Sunday,TARAVAL,ARREST
20,4,2014,11,FRAUD,Sunday,PARK,NONE
3,10,2011,14,NON-CRIMINAL,Monday,NORTHERN,PSYCHOPATHIC CASE
17,4,2004,15,LARCENY\/THEFT,Saturday,INGLESIDE,NONE
29,1,2005,14,VEHICLE THEFT,Saturday,TENDERLOIN,NONE
20,5,2012,19,VEHICLE THEFT,Sunday,INGLESIDE,NONE
5,4,2012,12,BURGLARY,Thursday,NORTHERN,NONE
10,12,2014,9,NON-CRIMINAL,Wednesday,PARK,ARREST
15,5,2007,18,ARSON,Tuesday,NORTHERN,NONE
16,4,2014,2,ROBBERY,Wednesday,MISSION,NONE
4,4,2008,18,LARCENY\/THEFT,Friday,NORTHERN,NONE
17,4,2014,4,WEAPON LAWS,Thursday,MISSION,ARREST
2,6,2013,22,NON-CRIMINAL,Sunday,TENDERLOIN,PSYCHOPATHIC CASE
10,8,2005,9,NON-CRIMINAL,Wednesday,TARAVAL,UNFOUNDED
24,2,2011,23,LARCENY\/THEFT,Thursday,MISSION,NONE
5,9,2014,22,NON-CRIMINAL,Friday,TENDERLOIN,NONE
10,6,2014,20,VEHICLE THEFT,Tuesday,TARAVAL,NONE
12,8,2007,0,SEX OFFENSES FORCIBLE,Sunday,SOUTHERN,ARREST
8,3,2014,22,OTHER OFFENSES,Saturday,CENTRAL,ARREST
20,3,2009,22,LARCENY\/THEFT,Friday,CENTRAL,NONE
31,5,2005,15,LARCENY\/THEFT,Tuesday,NORTHERN,NONE
14,6,2003,18,FRAUD,Saturday,RICHMOND,NONE
26,7,2003,21,LARCENY\/THEFT,Saturday,CENTRAL,NONE
25,7,2011,16,MISSING PERSON,Monday,MISSION,LOCATED
28,12,2012,23,ASSAULT,Friday,MISSION,NONE
9,2,2014,15,ASSAULT,Sunday,TARAVAL,COMPLAINANT REFUSES TO PROSECUTE
29,10,2009,13,FRAUD,Thursday,SOUTHERN,NONE
21,11,2010,21,KIDNAPPING,Sunday,TENDERLOIN,ARREST
14,6,2013,22,LARCENY\/THEFT,Friday,CENTRAL,NONE
23,2,2007,14,OTHER OFFENSES,Friday,BAYVIEW,ARREST
17,3,2008,22,PROSTITUTION,Monday,CENTRAL,ARREST
2,10,2014,6,LARCENY\/THEFT,Thursday,TENDERLOIN,NONE
28,7,2005,8,LARCENY\/THEFT,Thursday,MISSION,NONE
4,4,2014,11,LARCENY\/THEFT,Friday,TENDERLOIN,NONE
14,8,2010,23,LARCENY\/THEFT,Saturday,SOUTHERN,UNFOUNDED
2,11,2008,8,ASSAULT,Sunday,RICHMOND,NONE
24,7,2004,2,WARRANTS,Saturday,BAYVIEW,ARREST
21,9,2012,16,LARCENY\/THEFT,Friday,CENTRAL,NONE
18,4,2006,17,ASSAULT,Tuesday,SOUTHERN,NONE
8,3,2015,7,ASSAULT,Sunday,NORTHERN,ARREST
8,3,2014,13,NON-CRIMINAL,Saturday,RICHMOND,NONE
19,9,2003,15,DRUG\/NARCOTIC,Friday,SOUTHERN,ARREST
7,9,2011,16,BURGLARY,Wednesday,CENTRAL,NONE
3,12,2011,3,DRIVING UNDER THE INFLUENCE,Saturday,INGLESIDE,ARREST
26,11,2013,13,ROBBERY,Tuesday,SOUTHERN,NONE
4,2,2014,12,FORGERY\/COUNTERFEITING,Tuesday,TENDERLOIN,ARREST
4,9,2012,22,LARCENY\/THEFT,Tuesday,CENTRAL,NONE
4,2,2004,10,WARRANTS,Wednesday,TARAVAL,ARREST
20,3,2004,23,LARCENY\/THEFT,Saturday,CENTRAL,NONE
6,9,2009,3,DRUNKENNESS,Sunday,SOUTHERN,NONE
2,11,2012,22,OTHER OFFENSES,Friday,MISSION,ARREST
17,3,2009,18,LARCENY\/THEFT,Tuesday,TARAVAL,NONE
28,4,2009,22,NON-CRIMINAL,Tuesday,CENTRAL,NONE
9,6,2009,17,ASSAULT,Tuesday,CENTRAL,NONE
25,10,2004,12,VEHICLE THEFT,Monday,NORTHERN,NONE
14,11,2008,21,BURGLARY,Friday,SOUTHERN,NONE
2,4,2012,15,NON-CRIMINAL,Monday,MISSION,PSYCHOPATHIC CASE
31,5,2009,23,VANDALISM,Sunday,NORTHERN,ARREST
11,1,2007,23,DRUG\/NARCOTIC,Thursday,NORTHERN,ARREST
24,8,2006,3,WARRANTS,Thursday,NORTHERN,ARREST
5,10,2014,18,FRAUD,Sunday,CENTRAL,NONE
6,2,2014,15,DRUG\/NARCOTIC,Thursday,SOUTHERN,ARREST
9,7,2008,22,NON-CRIMINAL,Wednesday,PARK,NONE
18,8,2014,13,NON-CRIMINAL,Monday,SOUTHERN,PSYCHOPATHIC CASE
16,9,2008,16,RECOVERED VEHICLE,Tuesday,INGLESIDE,NONE
26,6,2008,13,ASSAULT,Thursday,TENDERLOIN,NONE
9,2,2006,16,MISSING PERSON,Thursday,INGLESIDE,NONE
11,7,2007,9,VANDALISM,Wednesday,PARK,NONE
9,7,2014,12,LARCENY\/THEFT,Wednesday,TARAVAL,NONE
26,6,2012,22,OTHER OFFENSES,Tuesday,NORTHERN,ARREST
1,11,2007,23,LARCENY\/THEFT,Thursday,RICHMOND,NONE
2,5,2008,13,LARCENY\/THEFT,Friday,NORTHERN,NONE
31,3,2003,19,NON-CRIMINAL,Monday,MISSION,NONE
6,10,2010,8,DRUG\/NARCOTIC,Wednesday,SOUTHERN,ARREST
26,12,2012,17,OTHER OFFENSES,Wednesday,TENDERLOIN,ARREST
8,8,2014,11,STOLEN PROPERTY,Friday,BAYVIEW,ARREST
12,1,2013,18,ASSAULT,Saturday,SOUTHERN,COMPLAINANT REFUSES TO PROSECUTE
11,4,2010,19,OTHER OFFENSES,Sunday,RICHMOND,NONE
17,10,2006,10,SUSPICIOUS OCC,Tuesday,NORTHERN,NONE
27,6,2007,20,ASSAULT,Wednesday,NORTHERN,ARREST
5,4,2007,16,DRUG\/NARCOTIC,Thursday,BAYVIEW,ARREST
12,2,2010,11,LARCENY\/THEFT,Friday,RICHMOND,NONE
6,3,2004,13,ROBBERY,Saturday,PARK,NONE
16,6,2006,18,VANDALISM,Friday,SOUTHERN,ARREST
13,6,2008,17,VEHICLE THEFT,Friday,NORTHERN,UNFOUNDED
25,4,2010,20,NON-CRIMINAL,Sunday,CENTRAL,NONE
28,4,2014,16,OTHER OFFENSES,Monday,CENTRAL,ARREST
27,6,2012,17,NON-CRIMINAL,Wednesday,INGLESIDE,PSYCHOPATHIC CASE
30,4,2009,15,DRUG\/NARCOTIC,Thursday,MISSION,ARREST
2,10,2013,12,FRAUD,Wednesday,MISSION,NONE
17,10,2008,17,BURGLARY,Friday,CENTRAL,NONE
16,1,2011,0,OTHER OFFENSES,Sunday,CENTRAL,ARREST
21,9,2010,0,OTHER OFFENSES,Tuesday,CENTRAL,PROSECUTED BY OUTSIDE AGENCY
7,2,2009,8,NON-CRIMINAL,Saturday,TENDERLOIN,PSYCHOPATHIC CASE
26,7,2010,0,BURGLARY,Monday,RICHMOND,NONE
7,9,2008,2,OTHER OFFENSES,Sunday,RICHMOND,ARREST
15,4,2015,19,NON-CRIMINAL,Wednesday,SOUTHERN,UNFOUNDED
28,11,2011,21,NON-CRIMINAL,Monday,SOUTHERN,NONE
21,4,2012,21,LARCENY\/THEFT,Saturday,RICHMOND,NONE
20,3,2008,18,LARCENY\/THEFT,Thursday,CENTRAL,NONE
24,8,2008,12,FRAUD,Sunday,RICHMOND,NONE
20,2,2007,11,OTHER OFFENSES,Tuesday,SOUTHERN,ARREST
7,8,2009,15,VANDALISM,Friday,SOUTHERN,NONE
30,11,2012,14,OTHER OFFENSES,Friday,NORTHERN,ARREST
29,6,2014,17,OTHER OFFENSES,Sunday,INGLESIDE,ARREST
1,5,2003,13,LARCENY\/THEFT,Thursday,SOUTHERN,NONE
14,11,2014,21,NON-CRIMINAL,Friday,NORTHERN,NONE
14,10,2014,13,LARCENY\/THEFT,Tuesday,SOUTHERN,NONE
20,9,2007,0,LARCENY\/THEFT,Thursday,TARAVAL,NONE
22,3,2008,19,DRUG\/NARCOTIC,Saturday,NORTHERN,ARREST
29,4,2003,22,VEHICLE THEFT,Tuesday,TENDERLOIN,NONE
22,3,2014,16,WARRANTS,Saturday,SOUTHERN,ARREST
11,9,2011,16,LARCENY\/THEFT,Sunday,NORTHERN,NONE
17,6,2007,11,LARCENY\/THEFT,Sunday,CENTRAL,ARREST
10,1,2008,0,OTHER OFFENSES,Thursday,TENDERLOIN,ARREST
5,11,2011,23,MISSING PERSON,Saturday,TARAVAL,NONE
5,8,2008,12,DRUG\/NARCOTIC,Tuesday,TENDERLOIN,ARREST
19,10,2008,16,OTHER OFFENSES,Sunday,MISSION,ARREST
27,1,2006,15,LARCENY\/THEFT,Friday,TARAVAL,NONE
24,5,2004,11,ASSAULT,Monday,PARK,NONE
25,1,2012,18,BURGLARY,Wednesday,NORTHERN,NONE
20,9,2008,15,BURGLARY,Saturday,PARK,NONE
23,8,2003,23,VANDALISM,Saturday,BAYVIEW,NONE
24,3,2013,11,LARCENY\/THEFT,Sunday,RICHMOND,NONE
27,8,2010,16,LARCENY\/THEFT,Friday,NORTHERN,NONE
9,3,2011,7,LARCENY\/THEFT,Wednesday,INGLESIDE,NONE
4,3,2009,13,ASSAULT,Wednesday,TENDERLOIN,ARREST
1,11,2011,21,NON-CRIMINAL,Tuesday,MISSION,NONE
30,10,2012,16,DRUG\/NARCOTIC,Tuesday,TENDERLOIN,NONE
20,3,2012,4,SUSPICIOUS OCC,Tuesday,INGLESIDE,NONE
11,6,2004,14,BURGLARY,Friday,INGLESIDE,NONE
20,4,2014,19,ASSAULT,Sunday,RICHMOND,NONE
21,8,2006,7,DRUG\/NARCOTIC,Monday,CENTRAL,ARREST
26,7,2010,13,FRAUD,Monday,CENTRAL,NONE
24,11,2003,7,NON-CRIMINAL,Monday,RICHMOND,NONE
9,10,2005,2,OTHER OFFENSES,Sunday,NORTHERN,ARREST
16,5,2011,1,WEAPON LAWS,Monday,BAYVIEW,ARREST
10,7,2008,12,SUSPICIOUS OCC,Thursday,BAYVIEW,NONE
10,10,2010,17,NON-CRIMINAL,Sunday,BAYVIEW,NONE
28,6,2007,22,DRUG\/NARCOTIC,Thursday,TENDERLOIN,ARREST
26,1,2008,23,OTHER OFFENSES,Saturday,TENDERLOIN,ARREST
11,8,2011,0,OTHER OFFENSES,Thursday,SOUTHERN,NONE
21,9,2012,22,OTHER OFFENSES,Friday,SOUTHERN,ARREST
7,8,2007,18,LARCENY\/THEFT,Tuesday,NORTHERN,NONE
9,8,2010,16,DRUG\/NARCOTIC,Monday,MISSION,ARREST
28,10,2013,18,NON-CRIMINAL,Monday,TENDERLOIN,NONE
2,4,2012,11,ASSAULT,Monday,TARAVAL,NONE
14,11,2014,19,LARCENY\/THEFT,Friday,PARK,NONE
22,1,2007,12,OTHER OFFENSES,Monday,BAYVIEW,NONE
24,2,2012,21,LARCENY\/THEFT,Friday,BAYVIEW,NONE
18,4,2014,22,DRUG\/NARCOTIC,Friday,CENTRAL,ARREST
14,12,2011,14,ASSAULT,Wednesday,INGLESIDE,NONE
4,4,2006,10,NON-CRIMINAL,Tuesday,NORTHERN,PROSECUTED BY OUTSIDE AGENCY
5,9,2009,19,VANDALISM,Saturday,BAYVIEW,NONE
14,4,2003,12,FORGERY\/COUNTERFEITING,Monday,MISSION,NONE
20,9,2012,0,NON-CRIMINAL,Thursday,MISSION,NONE
6,1,2009,9,DRUG\/NARCOTIC,Tuesday,TENDERLOIN,ARREST
29,10,2004,16,LARCENY\/THEFT,Friday,NORTHERN,NONE
17,6,2012,3,ASSAULT,Sunday,SOUTHERN,ARREST
28,12,2008,9,LARCENY\/THEFT,Sunday,CENTRAL,NONE
17,4,2008,17,NON-CRIMINAL,Thursday,CENTRAL,NONE
11,1,2014,19,BURGLARY,Saturday,TARAVAL,NONE
21,9,2014,12,LARCENY\/THEFT,Sunday,SOUTHERN,ARREST
7,9,2012,19,NON-CRIMINAL,Friday,SOUTHERN,PSYCHOPATHIC CASE
3,4,2003,18,DRUG\/NARCOTIC,Thursday,CENTRAL,ARREST
1,6,2014,20,LARCENY\/THEFT,Sunday,MISSION,NONE
2,10,2008,22,OTHER OFFENSES,Thursday,TENDERLOIN,NONE
7,9,2010,16,SUSPICIOUS OCC,Tuesday,CENTRAL,NONE
19,2,2004,12,LARCENY\/THEFT,Thursday,TARAVAL,NONE
27,1,2007,2,OTHER OFFENSES,Saturday,SOUTHERN,NONE
20,8,2004,16,VEHICLE THEFT,Friday,INGLESIDE,NONE
9,7,2008,23,NON-CRIMINAL,Wednesday,INGLESIDE,NONE
21,2,2006,11,ARSON,Tuesday,BAYVIEW,NONE
19,4,2013,10,LARCENY\/THEFT,Friday,BAYVIEW,NONE
27,12,2013,8,BURGLARY,Friday,SOUTHERN,NONE
23,8,2011,12,DISORDERLY CONDUCT,Tuesday,MISSION,NONE
29,6,2005,14,VANDALISM,Wednesday,SOUTHERN,NONE
16,5,2013,1,NON-CRIMINAL,Thursday,SOUTHERN,NONE
16,4,2012,21,ASSAULT,Monday,INGLESIDE,NONE
23,9,2011,14,ASSAULT,Friday,BAYVIEW,ARREST
4,2,2003,17,NON-CRIMINAL,Tuesday,SOUTHERN,NONE
8,3,2005,8,OTHER OFFENSES,Tuesday,SOUTHERN,NONE
24,7,2007,14,VEHICLE THEFT,Tuesday,TARAVAL,NONE
20,8,2013,11,SEX OFFENSES FORCIBLE,Tuesday,MISSION,ARREST
5,6,2010,20,MISSING PERSON,Saturday,PARK,LOCATED
14,6,2005,15,LARCENY\/THEFT,Tuesday,NORTHERN,NONE
2,10,2003,7,PROSTITUTION,Thursday,TENDERLOIN,ARREST
22,4,2006,12,VEHICLE THEFT,Saturday,PARK,NONE
9,6,2003,1,BURGLARY,Monday,INGLESIDE,COMPLAINANT REFUSES TO PROSECUTE
15,4,2015,0,NON-CRIMINAL,Wednesday,RICHMOND,NONE
29,12,2012,2,ASSAULT,Saturday,CENTRAL,NONE
8,3,2013,22,LARCENY\/THEFT,Friday,TARAVAL,NONE
18,5,2007,19,DRUG\/NARCOTIC,Friday,PARK,ARREST
10,1,2013,17,LARCENY\/THEFT,Thursday,SOUTHERN,NONE
